-DOCSTART- -X- -X- O
was O O O
rescued O O O
, O O O
but O O O
died O O O
late O O O
yesterday O O O
at O O O
the O O O
hospital O O B-FAC
. O O O

the O O O
boys O O B-PER
' O O O
mother O O B-PER
and O O O
two O O O
other O O O
brothers O O B-PER
were O O O
killed O O O
. O O O

officials O O B-PER
say O O O
the O O O
pilot O O B-PER
reported O O O
ice O O O
on O O O
the O O O
plane O O B-VEH
and O O O
planned O O O
to O O O
land O O O
in O O O
massachusetts O O B-GPE
when O O O
the O O O
plane O O B-VEH
left O O O
radar O O O
. O O O

aviators O O B-PER
described O O O
the O O O
scene O O O
as O O O
they O O B-PER
approached O O O
it O O O
from O O O
above O O O
. O O O

the O O O
aircraft O O B-VEH
was O O O
-- O O O
the O O O
cabin O O B-VEH
was O O O
intact O O O
completely O O O
. O O O

the O O O
wings O O O
were O O O
off O O O
of O O O
it O O B-VEH
. O O O

but O O O
it O O O
looked O O O
like O O O
a O O O
survivable O O O
crash O O O
. O O O

initially O O O
the O O O
wreckage O O O
was O O O
spotted O O O
, O O O
and O O O
there O O O
was O O O
no O O O
person O O B-PER
spotted O O O
. O O O

but O O O
when O O O
we O O B-PER
moved O O O
in O O O
closer O O O
and O O O
started O O O
to O O O
scan O O O
the O O O
area O O O
, O O O
then O O O
i O O B-PER
saw O O O
the O O O
2-year-old O O B-PER
waving O O O
from O O O
next O O O
to O O O
the O O O
airplane O O B-VEH
. O O O

the O O O
family O O B-PER
had O O O
been O O O
heading O O O
to O O O
new O O B-GPE
hampshire O O I-GPE
from O O O
lakeland O O B-GPE
, O O O
florida O O B-GPE
when O O O
their O O B-PER
plane O O B-VEH
went O O O
down O O O
. O O O

if O O O
you O O B-PER
are O O O
one O O B-PER
of O O O
the O O O
many O O O
unemployed O O B-PER
, O O O
expect O O O
company O O B-PER
. O O O

valerie O O B-PER
morris O O I-PER
joins O O O
us O O B-PER
live O O O
from O O O
new O O B-GPE
york O O I-GPE
with O O O
that O O O
story O O O
. O O O

valerie O O B-PER
? O O O

hi O O O
, O O O
renay O O B-PER
, O O O
sharon O O B-PER
. O O O

the O O O
pace O O O
of O O O
job O O O
cuts O O O
is O O O
quickening O O O
. O O O

the O O O
survey O O O
by O O O
challenger O O B-ORG
gray O O I-ORG
and O O I-ORG
christmas O O I-ORG
says O O O
layoffs O O O
rose O O O
about O O O
5 O O O
% O O O
in O O O
february O O O
. O O O

that O O O
's O O O
the O O O
second O O O
straight O O O
monthly O O O
increase O O O
. O O O

the O O O
ax O O O
fell O O O
heavily O O O
on O O O
government O O B-ORG
and O O O
non-profit O O O
workers O O B-PER
as O O O
many O O O
state O O B-GPE
and O O O
local O O O
governments O O B-ORG
face O O O
severe O O O
budget O O O
crunches O O O
. O O O

the O O O
u.s O O B-GPE
. O O O

economy O O O
has O O O
lost O O O
more O O O
than O O O
2 O O O
million O O O
jobs O O O
in O O O
the O O O
past O O O
two O O O
years O O O
. O O O

airlines O O B-ORG
are O O O
getting O O O
flyers O O B-PER
to O O O
destinations O O O
ontime O O O
more O O O
often O O O
. O O O

the O O O
top O O O
ten O O O
air O O O
carriers O O B-ORG
arrived O O O
ontime O O O
more O O O
and O O O
cancelled O O O
fewer O O O
flights O O O
in O O O
january O O O
than O O O
the O O O
month O O O
before O O O
. O O O

a O O O
government O O B-ORG
report O O O
says O O O
the O O O
improvements O O O
are O O O
the O O O
result O O O
of O O O
changes O O O
in O O O
air O O O
traffic O O O
controls O O O
, O O O
and O O O
a O O O
dropoff O O O
in O O O
passengers O O B-PER
. O O O

despite O O O
operating O O O
under O O O
bankruptcy O O O
laws O O O
, O O O
united O O B-ORG
posted O O O
the O O O
best O O O
on O O O
time O O O
performance O O O
. O O O

united O O B-ORG
also O O O
cancelled O O O
the O O O
fewest O O O
flights O O O
. O O O

still O O O
united O O B-ORG
lost O O O
$ O O O
382 O O O
million O O O
in O O O
january O O O
. O O O

and O O O
one O O O
other O O O
note O O O
of O O O
improvement O O O
. O O O

airlines O O B-ORG
reported O O O
fewer O O O
complaints O O O
about O O O
lost O O O
, O O O
damaged O O O
or O O O
delayed O O O
luggage O O O
. O O O

turning O O O
to O O O
wall O O B-ORG
street O O I-ORG
. O O O

disappointing O O O
auto O O B-VEH
sales O O O
are O O O
denting O O O
the O O O
shares O O O
of O O O
the O O O
big O O O
three O O B-ORG
. O O O

of O O O
course O O O
there O O O
are O O O
ongoing O O O
fears O O O
about O O O
terrorism O O O
and O O O
a O O O
war O O O
with O O O
iraq O O B-GPE
. O O O

the O O O
dow O O O
has O O O
slipped O O O
116 O O O
points O O O
. O O O

the O O O
nasdaq O O O
is O O O
@ O O O
down O O O
three O O O

2003-03-04 O O O
14:43:22 O O O

news O O O
story O O O

2003-05-06 O O O
07:58:56 O O O

our O O B-ORG
founder O O B-PER
here O O O
at O O O
cnn O O B-ORG
, O O O
ted O O B-PER
turner O O I-PER
, O O O
has O O O
sold O O O
more O O O
than O O O
half O O O
0 O O O
his O O B-PER
stake O O O
in O O O
aol O O B-ORG
time O O I-ORG
warner O O I-ORG
. O O O

that O O O
's O O O
a O O O
lot O O O
of O O O
shares O O O
and O O O
a O O O
lot O O O
of O O O
money O O O
. O O O

andy O O B-PER
serwer O O I-PER
's O O O
look O O O
into O O O
that O O O
and O O O
the O O O
mark O O O
muz O O O
. O O O

if O O O
you O O B-PER
're O O O
investing O O O
, O O O
why O O O
now O O O
? O O O

chitchat O O O
in O O O
the O O O
time O O B-FAC
life O O I-FAC
building O O I-FAC
here O O O
at O O O
aol O O B-ORG
and O O O
all O O O
over O O O
wall O O B-FAC
street O O I-FAC
, O O O
ted O O B-PER
turner O O I-PER
selling O O O
60 O O O
million O O O
shares O O O
for O O O
$ O O O
800 O O O
million O O O
, O O O
more O O O
than O O O
half O O O
of O O O
his O O B-PER
stake O O O
in O O O
the O O O
company O O B-ORG
, O O O
he O O B-PER
opens O O O
40 O O O
million O O O
plus O O O
now O O O
. O O O

question O O O
is O O O
, O O O
why O O O
? O O O

why O O O
is O O O
he O O B-PER
selling O O O
? O O O

i O O B-PER
think O O O
he O O B-PER
's O O O
begin O O O
up O O O
. O O O

he O O B-PER
's O O O
at O O O
least O O O
-- O O O
hedging O O O
his O O B-PER
bets O O O
by O O O
keeping O O O
40 O O O
million O O O
shares O O O
but O O O
basically O O O
he O O B-PER
's O O O
decided O O O
that O O O
the O O O
company O O B-ORG
is O O O
not O O O
going O O O
wait O O O
he O O B-PER
wants O O O
it O O O
to O O O
go O O O
and O O O
he O O B-PER
's O O O
bailing O O O
out O O O
. O O O

you O O B-PER
know O O O
, O O O
a O O O
lot O O O
of O O O
concern O O O
obviously O O O
by O O O
people O O B-PER
who O O B-PER
still O O O
own O O O
the O O O
stock O O O
. O O O

my O O B-PER
point O O O
about O O O
this O O O
, O O O
if O O O
ted O O B-PER
turner O O I-PER
were O O O
so O O O
smart O O O
and O O O
he O O B-PER
's O O O
a O O O
very O O O
smart O O O
guy O O B-PER
but O O O
he O O B-PER
did O O O
not O O O
sell O O O
at O O O
the O O O
top O O O
, O O O
okay O O O
? O O O

he O O B-PER
did O O O
n't O O O
sell O O O
at O O O
$ O O O
60 O O O
. O O O

hind O O O
sight O O O
would O O O
have O O O
like O O O
to O O O
have O O O
gotten O O O
that O O O
. O O O

he O O B-PER
believed O O O
in O O O
the O O O
merger O O O
like O O O
most O O O
other O O O
people O O B-PER
did O O O
. O O O

we O O B-PER
'll O O O
look O O O
back O O O
five O O O
years O O O
from O O O
now O O O
, O O O
you O O B-PER
can O O O
see O O O
, O O O
he O O B-PER
has O O O
lost O O O
a O O O
lot O O O
of O O O
money O O O
. O O O

you O O B-PER
know O O O
, O O O
he O O B-PER
still O O O
had O O O
$ O O O
1.7 O O O
billion O O O
, O O O
we O O B-PER
're O O O
not O O O
shedding O O O
tears O O O
. O O O

he O O B-PER
did O O O
have O O O
$ O O O
8 O O O
billion O O O
. O O O

he O O B-PER
's O O O
left O O O
a O O O
lot O O O
on O O O
the O O O
table O O O
. O O O

we O O B-PER
'll O O O
look O O O
back O O O
five O O O
years O O O
from O O O
now O O O
and O O O
say O O O
, O O O
when O O O
the O O O
stock O O O
is O O O
either O O O
at O O O
$ O O O
13 O O O
still O O O
or O O O
$ O O O
8 O O O
or O O O
$ O O O
30 O O O
and O O O
say O O O
, O O O
he O O B-PER
was O O O
either O O O
very O O O
smart O O O
or O O O
not O O O
smart O O O
at O O O
all O O O
. O O O

he O O B-PER
's O O O
still O O O
hedging O O O
his O O B-PER
bet O O O
by O O O
keeping O O O
40 O O O
million O O O
stake O O O
. O O O

i O O B-PER
hope O O O
he O O B-PER
's O O O
wrong O O O
. O O O

me O O B-PER
, O O O
too O O O
. O O O

the O O O
question O O O
, O O O
i O O B-PER
'm O O O
an O O O
aol O O B-ORG
shareholder O O B-PER
sitting O O O
at O O O
home O O B-FAC
, O O O
hearing O O O
this O O O
news O O O
, O O O
done O O O
this O O O
set O O O
off O O O
a O O O
few O O O
alarms O O O
? O O O

will O O O
people O O B-PER
panic O O O
and O O O
everybody O O B-PER
sell O O O
it O O O
? O O O

i O O B-PER
think O O O
the O O O
stock O O O
will O O O
be O O O
weaker O O O
today O O O
. O O O

again O O O
, O O O
you O O B-PER
know O O O
, O O O
the O O O
stock O O O
has O O O
drifted O O O
below O O O
$ O O O
10 O O O
. O O O

it O O O
's O O O
been O O O
in O O O
the O O O
neighborhood O O O
for O O O
a O O O
while O O O
. O O O

i O O B-PER
done O O O
see O O O
the O O O
thing O O O
going O O O
down O O O
a O O O
lot O O O
. O O O

interesting O O O
point O O O
here O O O
also O O O
, O O O
people O O B-PER
are O O O
suggesting O O O
he O O B-PER
may O O O
be O O O
raising O O O
this O O O
money O O O
to O O O
buy O O O
those O O O
atlanta O O B-GPE
sports O O O
teams O O B-ORG
that O O B-ORG
apparently O O O
are O O O
on O O O
the O O O
block O O O
. O O O

the O O O
braves O O B-ORG
and O O O
thrashers O O B-ORG
. O O O

you O O B-PER
really O O O
think O O O
? O O O

you O O B-PER
know O O O
, O O O
i O O B-PER
'm O O O
not O O O
sure O O O
. O O O

he O O B-PER
loves O O O
-- O O O
apparently O O O
they O O B-ORG
're O O O
for O O O
sale O O O
. O O O

we O O B-PER
'll O O O
have O O O
to O O O
see O O O
about O O O
that O O O
. O O O

thank O O O
you O O O
. O O O

thank O O O
you O O B-PER
. O O O

let O O O
' O O O
s O O B-PER
check O O O
4 O O O
with O O O
jack O O B-PER
now O O O
. O O O

the O O O
question O O O
of O O O
the O O O
day O O O
, O O O
bill O O B-PER
bennet O O I-PER
? O O O

i O O B-PER
figure O O O
if O O O
turner O O B-PER
's O O O
smarter O O O
than O O O
i O O B-PER
am O O O
, O O O
i O O B-PER
'm O O O
selling O O O
my O O B-PER
80 O O O
shares O O O
. O O O

80 O O O
of O O O
them O O O
. O O O

$ O O O
13 O O O
and O O O
change O O O
, O O O
out O O O
. O O O

talking O O O
about O O O
bill O O B-PER
bennet O O I-PER
this O O O
morning O O O
one O O B-PER
of O O O
the O O O
country O O B-GPE
's O O O
leading O O O
crusaders O O B-PER
for O O O
morality O O O
author O O B-PER
of O O O
" O O O
virtues O O O
" O O O
and O O O
admits O O O
he O O B-PER
has O O O
a O O O
gambling O O O
problem O O O
. O O O

me O O O
he O O B-PER
made O O O
the O O O
admission O O O
after O O O
bennett O O B-PER
lost O O O
up O O O
to O O O
$ O O O
8 O O O
million O O O
in O O O
casinos O O B-FAC
in O O O
the O O O
last O O O
decade O O O
. O O O

the O O O
articles O O O
say O O O
he O O B-PER
won O O O
at O O O
times O O O
that O O O
he O O B-PER
had O O O
$ O O O
200,000 O O O
lines O O O
of O O O
credit O O O
at O O O
several O O O
laying O O O
casinos O O B-FAC
. O O O

gambling O O O
, O O O
however O O O
, O O O
is O O O
not O O O
one O O O
of O O O
of O O O
of O O O
the O O O
vices O O O
bennett O O B-PER
thinks O O O
is O O O
undermining O O O
american O O B-GPE
culture O O O
. O O O

we O O B-ORG
want O O O
to O O O
hear O O O
from O O O
viewers O O B-PER
this O O O
morning O O O
. O O O

he O O B-PER
does O O O
say O O O
he O O B-PER
's O O O
going O O O
to O O O
stop O O O
. O O O

news O O O
of O O O
bill O O B-PER
bennet O O I-PER
's O O O
gambling O O O
changed O O O
your O O B-PER
opinion O O O
of O O O
him O O B-PER
? O O O

many O O O
, O O O
many O O O
responses O O O
. O O O

hypocrite O O O
would O O O
be O O O
a O O O
word O O O
present O O O
in O O O
many O O O
e-mails O O O
. O O O

hypocrite O O O
. O O O

barbara O O B-PER
, O O O
bill O O B-PER
bennet O O I-PER
's O O O
glam O O O
gambling O O O
loss O O O
changed O O O
my O O B-PER
opinion O O O
. O O O

linda O O B-PER
write O O O
his O O B-PER
can O O O
do O O O
what O O O
he O O B-PER
wants O O O
with O O O
his O O B-PER
money O O O
. O O O

i O O B-PER
thought O O O
he O O B-PER
was O O O
smarter O O O
than O O O
that O O O
. O O O

lawrence O O B-PER
in O O O
missouri O O B-GPE
, O O O
after O O O
sitting O O O
in O O O
front O O O
of O O O
my O O B-PER
tv O O O
night O O O
after O O O
night O O O
, O O O
listening O O O
to O O O
him O O B-PER
, O O O
watching O O O
every O O O
perversion O O O
, O O O
sin O O O
and O O O
evil O O O
known O O O
to O O O
man O O B-PER
or O O O
beast O O O
, O O O
being O O O
glamourized O O O
by O O O
sitcoms O O O
and O O O
tv O O O
talking O O O
heads O O B-PER
, O O O
imagine O O O
my O O B-PER
shock O O O
in O O O
hearing O O O
that O O O
bill O O B-PER
bennet O O I-PER
being O O O
soundly O O O
condemned O O O
for O O O
gambling O O O
, O O O
is O O O
this O O O
the O O O
beginning O O O
of O O O
a O O O
new O O O
morality O O O
? O O O

chad O O B-PER
new O O B-GPE
york O O I-GPE
big O O O
deal O O O
. O O O

what O O O
have O O O
you O O B-PER
done O O O
wrong O O O
this O O O
morning O O O
? O O O

i O O B-PER
ai O O O
n't O O O
telling O O O
, O O O
chad O O B-PER
. O O O

david O O B-PER
say O O O
my O O B-PER
opinion O O O
did O O O
not O O O
change O O O
because O O O
of O O O
the O O O
new O O O
news O O O
. O O O

i O O B-PER
always O O O
thought O O O
bennett O O B-PER
was O O O
a O O O
louse O O B-PER
. O O O

am@cnn.com O O O
is O O O
the O O O
address O O O
. O O O

unburden O O O
yourself O O B-PER
. O O O

we O O B-ORG
'll O O O
talk O O O
more O O O
about O O O
it O O O
with O O O
jeff O O B-PER
greenfield O O I-PER
coming O O O
up O O O
. O O O

2003-05-06 O O O
08:02:44 O O O

news O O O
story O O O

2003-06-07 O O O
17:30:04 O O O

we O O B-ORG
now O O O
return O O O
to O O O
" O O O
people O O O
in O O O
the O O O
news O O O
. O O O
" O O O

reporter O O O
: O O O
for O O O
martha O O B-PER
stewart O O I-PER
seems O O O
business O O O
is O O O
everything O O O
. O O O

and O O O
everywhere O O O
. O O O

stewart O O B-PER
has O O O
found O O O
the O O O
road O O O
to O O O
fortune O O O
wherever O O O
she O O B-PER
has O O O
traveled O O O
. O O O

i O O B-PER
think O O O
the O O O
temptation O O O
for O O O
any O O O
successful O O O
entrepreneur O O B-PER
to O O O
go O O O
global O O O
. O O O

reporter O O O
: O O O
her O O B-PER
marketing O O O
vision O O O
also O O O
included O O O
kmart O O B-ORG
a O O O
company O O B-ORG
that O O B-ORG
recently O O O
