-DOCSTART- -X- -X- O
/. O O O

the O O O
time O O O
to O O O
replace O O O
the O O O
state O O O
department O O O
's O O O
failed O O O
north O O B-GPE
korea O O I-GPE
strategy O O O
of O O O
talk O O O
forever O O O
, O O O
act O O O
never O O O
has O O O
come O O O
/. O O O

for O O O
thirteen O O B-DATE
years O O I-DATE
the O O B-GPE
united O O I-GPE
states O O I-GPE
has O O O
talked O O O
loudly O O O
about O O O
a O O O
north O O B-GPE
korea O O I-GPE
nuclear O O O
weapons O O O
and O O O
ballistic O O O
missile O O O
threat O O O
/. O O O

for O O O
thirteen O O B-DATE
years O O I-DATE
the O O O
north O O B-NORP
korean O O I-NORP
dictatorship O O O
has O O O
lied O O O
and O O O
hunkered O O O
down O O O
and O O O
continued O O O
to O O O
build O O O
nuclear O O O
weapons O O O
and O O O
ballistic O O O
missiles O O O
/. O O O

the O O O
strategy O O O
of O O O
talking O O O
has O O O
failed O O O
/. O O O

america O O B-GPE
's O O O
actions O O O
must O O O
be O O O
decisive O O O
or O O O
faced O O O
with O O O
a O O O
brutal O O O
totalitarian O O O
dictatorship O O O
about O O O
which O O O
we O O O
know O O O
little O O O
/. O O O

it O O O
is O O O
acting O O O
in O O O
defiance O O O
of O O O
all O O O
its O O O
own O O O
international O O O
commitments O O O
/. O O O

but O O O
the O O O
time O O O
for O O O
talk O O O
is O O O
over O O O
/. O O O

either O O O
they O O O
dismantle O O O
the O O O
missile O O O
/. O O O

or O O O
we O O O
the O O B-GPE
united O O I-GPE
states O O I-GPE
should O O O
dismantle O O O
it O O O
/. O O O

well O O O
uh O O O
with O O O
all O O O
due O O O
respect O O O
to O O O
speaker O O O
gingrich O O B-PERSON
we O O O
are O O O
on O O O
a O O O
course O O O
which O O O
has O O O
a O O O
reasonable O O O
chance O O O
of O O O
success O O O
/. O O O

and O O O
you O O O
never O O O
want O O O
to O O O
disavow O O O
a O O O
diplomatic O O O
track O O O
a O O O
negotiating O O O
track O O O
if O O O
you O O O
think O O O
you O O O
can O O O
resolve O O O
the O O O
problem O O O
in O O O
that O O O
fashion O O O
/. O O O

and O O O
as O O O
i O O O
said O O O
before O O O
we O O O
are O O O
not O O O
alone O O O
in O O O
this O O O
endeavor O O O
/. O O O

we O O O
have O O O
countries O O O
united O O O
with O O O
us O O O
who O O O
can O O O
apply O O O
the O O O
same O O O
type O O O
of O O O
pressure O O O
/. O O O

i O O O
will O O O
say O O O
this O O O
what O O O
the O O B-NORP
north O O I-NORP
koreans O O I-NORP
have O O O
done O O O
over O O O
the O O B-DATE
past O O I-DATE
week O O I-DATE
is O O O
going O O O
to O O O
give O O O
a O O O
lot O O O
of O O O
strength O O O
in O O O
our O O O
efforts O O O
to O O O
develop O O O
a O O O
missile O O O
defense O O O
system O O O
/. O O O

you O O O
've O O O
seen O O O
very O O O
strong O O O
statements O O O
by O O O
the O O O
japanese O O B-NORP
government O O O
wanting O O O
to O O O
work O O O
with O O O
us O O O
in O O O
that O O O
realm O O O
/. O O O

so O O O
obviously O O O
we O O O
're O O O
going O O O
to O O O
pursue O O O
a O O O
very O O O
tough O O O
very O O O
decisive O O O
policy O O O
over O O O
the O O B-DATE
coming O O I-DATE
weeks O O I-DATE
designed O O O
to O O O
focus O O O
the O O B-NORP
north O O I-NORP
koreans O O I-NORP
on O O O
their O O O
obligations O O O
to O O O
pressure O O O
them O O O
to O O O
come O O O
back O O O
to O O O
the O O O
talks O O O
but O O O
also O O O
certainly O O O
to O O O
provide O O O
for O O O
our O O O
own O O O
defense O O O
and O O O
the O O O
defense O O O
of O O O
our O O O
treaty O O O
allies O O O
in O O O
asia O O B-LOC
/. O O O

and O O O
i O O O
think O O O
you O O O
'll O O O
see O O O
us O O O
move O O O
ahead O O O
smartly O O O
in O O O
that O O O
direction O O O
as O O O
well O O O
/. O O O

uh O O O
mister O O O
ambassador O O O
many O O O
critics O O O
will O O O
say O O O
the O O B-DATE
six O O I-DATE
years O O I-DATE
george O O B-PERSON
bush O O I-PERSON
has O O O
been O O O
president O O O
north O O B-GPE
korea O O I-GPE
's O O I-GPE
program O O O
has O O O
developed O O O
rather O O O
dramatically O O O
that O O O
the O O O
policy O O O
at O O O
first O O B-ORDINAL
of O O O
isolation O O O
and O O O
then O O O
the O O O
six O O B-CARDINAL
party O O O
talk O O O
just O O O
has O O O
n't O O O
worked O O O
/. O O O

here O O O
's O O O
the O O O
latest O O O
study O O O
from O O O
the O O B-ORG
institute O O I-ORG
for O O I-ORG
science O O I-ORG
and O O I-ORG
international O O I-ORG
security O O I-ORG
/. O O O

they O O O
estimated O O O
a O O O
report O O O
that O O O
north O O B-GPE
korea O O I-GPE
has O O O
enough O O O
separated O O O
plutonium O O O
to O O O
develop O O O
now O O O
an O O O
arsenal O O O
of O O O
four O O B-CARDINAL
to O O I-CARDINAL
thirteen O O I-CARDINAL
nuclear O O O
weapons O O O
compared O O O
with O O O
estimates O O O
of O O O
just O O B-CARDINAL
one O O I-CARDINAL
or O O I-CARDINAL
two O O I-CARDINAL
weapons O O O
in O O O
two O O B-DATE
thousand O O I-DATE
when O O O
george O O B-PERSON
bush O O I-PERSON
became O O O
president O O O
/. O O O

the O O O
group O O O
says O O O
that O O O
by O O O
two O O B-DATE
thousand O O I-DATE
eight O O I-DATE
north O O B-GPE
korea O O I-GPE
could O O O
have O O O
enough O O O
plutonium O O O
for O O O
eight O O B-CARDINAL
to O O I-CARDINAL
seventeen O O I-CARDINAL
nuclear O O O
weapons O O O
/. O O O

the O O O
group O O O
's O O O
assessment O O O
based O O O
on O O O
analysis O O O
of O O O
satellite O O O
imagery O O O
media O O O
reports O O O
and O O O
statements O O O
by O O O
north O O B-NORP
korean O O I-NORP
officials O O O
which O O O
lead O O O
nick O O B-PERSON
everstat O O I-PERSON
a O O O
conservative O O O
critic O O O
from O O O
the O O B-ORG
american O O I-ORG
enterprise O O I-ORG
institute O O I-ORG
these O O O
are O O O
not O O O
democrats O O B-NORP
/- O O O

he O O O
offered O O O
this O O O
/. O O O

although O O O
the O O O
bush O O B-PERSON
administration O O O
's O O O
rhetoric O O O
about O O O
kim O O B-PERSON
jong O O I-PERSON
- O O I-PERSON
il O O I-PERSON
and O O O
his O O O
regime O O O
has O O O
sometimes O O O
seemed O O O
ferocious O O O
north O O B-GPE
korea O O I-GPE
's O O I-GPE
leaders O O O
seem O O O
to O O O
have O O O
concluded O O O
that O O O
the O O O
bush O O B-PERSON
north O O B-GPE
korea O O I-GPE
policy O O O
consists O O O
mainly O O O
of O O O
empty O O O
words O O O
and O O O
that O O O
oft O O O
repeated O O O
warning O O O
need O O O
not O O O
be O O O
taken O O O
terribly O O O
seriously O O O
/. O O O

by O O O
more O O O
than O O O
one O O B-CARDINAL
criteria O O O
indeed O O O
strategic O O O
successes O O O
on O O O
the O O O
bush O O B-PERSON
watch O O O
outshine O O O
those O O O
from O O O
its O O O
during O O O
the O O O
clinton O O B-PERSON
years O O O
/. O O O

would O O O
you O O O
acknowledge O O O
a O O O
significant O O O
increase O O O
in O O O
the O O O
nuclear O O O
capability O O O
by O O O
north O O B-GPE
korea O O I-GPE
on O O O
the O O O
watch O O O
of O O O
president O O O
bush O O B-PERSON
/? O O O

tim O O B-PERSON
um O O O
obviously O O O
we O O O
profoundly O O O
disagree O O O
with O O O
um O O O
some O O O
of O O O
the O O O
statements O O O
that O O O
we O O O
've O O O
just O O O
heard O O O
/. O O O

eh O O O
you O O O
know O O O
we O O O
've O O O
got O O O
a O O O
very O O O
strong O O O
military O O O
force O O O
and O O O
deterrent O O O
force O O O
at O O O
work O O O
in O O O
asia O O B-LOC
and O O O
particularly O O O
on O O O
the O O B-LOC
korean O O I-LOC
peninsula O O I-LOC
/. O O O

and O O O
that O O O
military O O O
can O O O
handle O O O
any O O O
contingency O O O
that O O O
should O O O
arise O O O
/. O O O

we O O O
also O O O
have O O O
a O O O
very O O O
tough O O O
policy O O O
and O O O
i O O O
think O O O
forward O O O
looking O O O
policy O O O
to O O O
develop O O O
missile O O O
defense O O O
to O O O
handle O O O
those O O O
contingencies O O O
/. O O O

but O O O
you O O O
've O O O
got O O O
to O O O
combine O O O
military O O O
measures O O O
with O O O
diplomacy O O O
to O O O
be O O O
effective O O O
in O O O
a O O O
situation O O O
like O O O
this O O O
/. O O O

the O O O
fact O O O
is O O O
that O O O
a O O O
lot O O O
of O O O
this O O O
criticism O O O
seems O O O
to O O O
direct O O O
the O O B-GPE
united O O I-GPE
states O O I-GPE
back O O O
to O O O
a O O O
test O O O
of O O O
wills O O O
bilaterally O O O
between O O O
north O O B-GPE
korea O O I-GPE
and O O O
the O O B-GPE
united O O I-GPE
states O O I-GPE
/. O O O

what O O O
we O O O
want O O O
to O O O
do O O O
is O O O
we O O O
want O O O
to O O O
ask O O O
countries O O O
that O O O
do O O O
have O O O
a O O O
great O O O
deal O O O
of O O O
influence O O O
on O O O
north O O B-GPE
korea O O I-GPE
certainly O O O
more O O O
than O O O
we O O O
have O O O
to O O O
use O O O
that O O O
influence O O O
/. O O O

we O O O
can O O O
do O O O
that O O O
by O O O
channeling O O O
those O O O
efforts O O O
through O O O
the O O O
six O O B-CARDINAL
party O O O
framework O O O
/. O O O

and O O O
you O O O
know O O O
diplomacy O O O
sometimes O O O
ca O O O
n't O O O
succeed O O O
in O O O
a O O B-DATE
day O O I-DATE
or O O I-DATE
two O O I-DATE
or O O O
a O O B-DATE
week O O I-DATE
or O O I-DATE
two O O I-DATE
/. O O O

sometimes O O O
it O O O
takes O O O
many O O B-DATE
months O O I-DATE
or O O O
even O O O
years O O B-DATE
to O O O
succeed O O O
/. O O O

but O O O
if O O O
you O O O
have O O O
the O O O
right O O O
policy O O O
in O O O
place O O O
, O O O
if O O O
you O O O
know O O O
what O O O
you O O O
're O O O
trying O O O
to O O O
accomplish O O O
and O O O
if O O O
you O O O
're O O O
very O O O
tough O O O
- O O O
minded O O O
about O O O
applying O O O
that O O O
policy O O O
we O O O
can O O O
be O O O
successful O O O
/. O O O

so O O O
we O O O
have O O O
not O O O
given O O O
up O O O
hope O O O
that O O O
we O O O
can O O O
engineer O O O
a O O O
policy O O O
that O O O
will O O O
effectively O O O
put O O O
the O O B-NORP
north O O I-NORP
koreans O O I-NORP
back O O O
in O O O
the O O O
box O O O
take O O O
away O O O
their O O O
nuclear O O O
programs O O O
and O O O
take O O O
away O O O
their O O O
ability O O O
to O O O
inflict O O O
threats O O O
and O O O
damage O O O
on O O O
their O O O
neighbors O O O
/. O O O

we O O O
have O O O
got O O O
to O O O
be O O O
single O O O
- O O O
minded O O O
about O O O
this O O O
/. O O O

we O O O
certainly O O O
understand O O O
the O O O
gravity O O O
of O O O
a O O O
challenge O O O
posed O O O
by O O O
north O O B-GPE
korea O O I-GPE
/. O O O

but O O O
frankly O O O
i O O O
do O O O
n't O O O
think O O O
these O O O
critics O O O
have O O O
offered O O O
any O O O
alternative O O O
that O O O
would O O O
have O O O
a O O O
reasonable O O O
prospect O O O
of O O O
success O O O
or O O O
lead O O O
us O O O
to O O O
unintended O O O
consequences O O O
uh O O O
if O O O
you O O O
went O O O
down O O O
the O O O
road O O O
that O O O
some O O O
of O O O
them O O O
are O O O
suggesting O O O
/. O O O

and O O O
we O O O
think O O O
we O O O
've O O O
got O O O
the O O O
right O O O
policy O O O
in O O O
place O O O
/. O O O

and O O O
i O O O
can O O O
assure O O O
you O O O
we O O O
're O O O
going O O O
to O O O
drive O O O
with O O O
a O O O
great O O O
deal O O O
of O O O
energy O O O
and O O O
determination O O O
/. O O O

but O O O
you O O O
do O O O
not O O O
deny O O O
that O O O
north O O B-GPE
korea O O I-GPE
's O O I-GPE
nuclear O O O
capability O O O
has O O O
increased O O O
during O O O
the O O O
presidency O O O
of O O O
george O O B-PERSON
bush O O I-PERSON
/? O O O

well O O O
north O O B-GPE
korea O O I-GPE
says O O O
that O O O
it O O O
has O O O
a O O O
nuclear O O O
weapons O O O
capability O O O
/. O O O

and O O O
we O O O
believe O O O
that O O O
it O O O
has O O O
produced O O O
that O O O
over O O O
the O O B-DATE
last O O I-DATE
several O O I-DATE
years O O I-DATE
/. O O O

and O O O
that O O O
's O O O
why O O O
we O O O
've O O O
put O O O
in O O O
place O O O
this O O O
policy O O O
designed O O O
to O O O
take O O O
it O O O
away O O O
from O O O
them O O O
/. O O O

and O O O
if O O O
we O O O
can O O O
have O O O
the O O O
september O O B-DATE
nineteenth O O I-DATE
two O O I-DATE
thousand O O I-DATE
five O O I-DATE
agreement O O O
implemented O O O
it O O O
will O O O
do O O O
just O O O
that O O O
/. O O O

it O O O
will O O O
effectively O O O
de-nuclearize O O O
north O O B-GPE
korea O O I-GPE
/. O O O

and O O O
so O O O
that O O O
is O O O
a O O O
good O O O
bet O O O
for O O O
the O O B-GPE
united O O I-GPE
states O O I-GPE
/. O O O

it O O O
's O O O
obviously O O O
the O O O
goal O O O
that O O O
i O O O
think O O O
all O O O
these O O O
critics O O O
that O O O
you O O O
cite O O O
would O O O
share O O O
/. O O O

but O O O
we O O O
think O O O
we O O O
've O O O
got O O O
a O O O
much O O O
more O O O
realistic O O O
in O O O
the O O O
real O O O
world O O O
strategy O O O
put O O O
in O O O
place O O O
to O O O
deal O O O
with O O O
that O O O
problem O O O
/. O O O

but O O O
there O O O
has O O O
been O O O
a O O O
profound O O O
change O O O
in O O O
the O O O
rhetoric O O O
certainly O O O
of O O O
the O O O
president O O O
on O O O
this O O O
subject O O O
/. O O O

here O O O
's O O O
the O O O
president O O O
friday O O B-DATE
at O O O
this O O O
news O O O
conference O O O
in O O O
chicago O O B-GPE
about O O O
north O O B-GPE
korea O O I-GPE
/. O O O

it O O O
takes O O O
a O O O
while O O O
for O O O
a O O O
problem O O O
to O O O
fester O O O
and O O O
grow O O O
/. O O O

and O O O
then O O O
it O O O
takes O O O
a O O O
while O O O
to O O O
solve O O O
them O O O
diplomatically O O O
/. O O O

it O O O
just O O O
's O O O
the O O O
nature O O O
of O O O
diplomacy O O O
/. O O O

wish O O O
we O O O
could O O O
solve O O O
them O O O
overnight O O B-TIME
/. O O O

and O O O
let O O O
me O O O
go O O O
back O O O
to O O O
january O O B-DATE
of O O I-DATE
two O O I-DATE
thousand O O I-DATE
two O O I-DATE
in O O O
the O O O
president O O O
